chrom	start	end	measure	id	i.start	i.end	contig_id	dxy_abs	contig_length	no_overlapping_islands	dxy_rel
chr18	10007200	12007200	Fst	96	10858165	10860962	contig61607	0.05	637	1	7.84929356357928e-05
chr18	10007200	12007200	Fst	96	10864817	10872214	contig10992	0.48929	3075	1	0.000159118699186992
chr18	10007200	12007200	Fst	96	10872518	10884361	contig56697	13.655	2676	1	0.00510276532137519
chr18	10007200	12007200	Fst	96	10981255	10987819	contig40005	1.4946	1370	1	0.00109094890510949
chr18	10007200	12007200	Fst	96	10994329	10995881	contig27823	0.73393	1578	1	0.000465101394169835
chr18	10007200	12007200	Fst	96	10996602	10998199	contig50026	5.2536	1459	1	0.00360082248115147
chr18	10007200	12007200	Fst	96	10999749	11001901	contig3553	8.0893	2154	1	0.00375547818012999
chr18	10007200	12007200	Fst	96	11005372	11006197	contig36559	0.17143	851	1	0.00020144535840188
chr18	10007200	12007200	Fst	96	11019150	11020938	contig59971	1.7643	1754	1	0.00100587229190422
chr18	10007200	12007200	Fst	96	11022126	11022948	contig16158	0.55714	843	1	0.000660901542111506
chr18	10007200	12007200	Fst	96	11023095	11023873	contig8485	0.325	826	1	0.000393462469733656
chr18	10007200	12007200	Fst	96	11025156	11026718	contig29175	4.6911	1568	1	0.00299177295918367
chr18	10007200	12007200	Fst	96	11031970	11033973	contig35252	2.325	2043	1	0.00113803230543319
chr1A	29095280	31795760	Fst	97	29351486	29366417	contig58950	6.3821	2052	1	0.00311018518518519
chr1A	29095280	31795760	Fst	97	29376676	29377683	contig2647	0.575	1005	1	0.000572139303482587
chr1A	29095280	31795760	Fst	97	29377872	29380471	contig53921	1.0482	1787	1	0.000586569669837717
chr1A	29095280	31795760	Fst	97	29384150	29387191	contig25299	0.05	908	1	5.50660792951542e-05
chr1A	29095280	31795760	Fst	97	29429568	29430411	contig43182	0.6875	873	1	0.000787514318442154
chr1A	29095280	31795760	Fst	97	29456913	29457570	contig28474	1.1357	655	1	0.00173389312977099
chr1A	29095280	31795760	Fst	97	29483409	29484497	contig8047	2.2661	1093	1	0.00207328453796889
chr1A	29095280	31795760	Fst	97	29517063	29517835	contig25898	0.50893	782	1	0.000650805626598465
chr1A	29095280	31795760	Fst	97	29570718	29604665	contig4855	0.11071	1189	1	9.31118587047939e-05
chr1A	29095280	31795760	Fst	97	29604794	29605518	contig35683	0.19821	717	1	0.000276443514644351
chr1A	29095280	31795760	Fst	97	29609102	29610269	contig10723	1.0893	1127	1	0.000966548358473824
chr1A	29095280	31795760	Fst	97	29613805	29614727	contig38509	2.5446	928	1	0.00274202586206897
chr1A	29095280	31795760	Fst	97	29636571	29672748	contig24974	5.8875	1587	1	0.00370982986767486
chr1A	29095280	31795760	Fst	97	29640994	29641660	contig43590	0.56071	646	1	0.00086797213622291
chr1A	29095280	31795760	Fst	97	29658237	29658657	contig23774	0.5375	441	1	0.001218820861678
chr1A	29095280	31795760	Fst	97	29708034	29709021	contig2994	0.61786	995	1	0.000620964824120603
chr1A	29095280	31795760	Fst	97	29709181	29710120	contig37914	1.4393	956	1	0.00150554393305439
chr1A	29095280	31795760	Fst	97	29711010	29711916	contig49974	1.2571	925	1	0.00135902702702703
chr1A	29095280	31795760	Fst	97	29747169	29747689	contig20490	0.46786	617	1	0.000758282009724473
chr1A	29095280	31795760	Fst	97	29994165	30000683	contig3018	1.3839	1165	1	0.00118789699570815
chr1A	29095280	31795760	Fst	97	30036936	30045403	contig55529	0.057143	1018	1	5.61326129666012e-05
chr1A	29095280	31795760	Fst	97	30036936	30037693	contig14769	0.20536	933	1	0.00022010718113612
chr1A	29095280	31795760	Fst	97	30106842	30107988	contig60733	0.51071	1189	1	0.000429529015979815
chr1A	29095280	31795760	Fst	97	30112660	30113060	contig49244	0.2125	499	1	0.000425851703406814
chr1A	29095280	31795760	Fst	97	30151258	30151996	contig60845	1.0714	749	1	0.00143044058744993
chr1A	29095280	31795760	Fst	97	30159020	30179724	contig6081	0.9	2223	1	0.000404858299595142
chr1A	29095280	31795760	Fst	97	30160254	30160968	contig55958	0.05	1122	1	4.45632798573975e-05
chr1A	29095280	31795760	Fst	97	30161457	30162384	contig18782	0.93929	967	1	0.000971344364012409
chr1A	29095280	31795760	Fst	97	30165330	30166834	contig51603	0.75	1387	1	0.000540735400144196
chr1A	29095280	31795760	Fst	97	30165330	30167131	contig36270	0.35	1661	1	0.000210716435881999
chr1A	29095280	31795760	Fst	97	30178185	30179724	contig48766	0.082143	1538	1	5.34089726918075e-05
chr1A	29095280	31795760	Fst	97	30179857	30181482	contig56710	0.2625	1218	1	0.00021551724137931
chr1A	29095280	31795760	Fst	97	30185637	30187300	contig21227	1.2429	1654	1	0.000751451027811366
chr1A	29095280	31795760	Fst	97	30187771	30194929	contig26511	2.9589	2018	1	0.00146625371655104
chr1A	29095280	31795760	Fst	97	30194891	30218951	contig22506	7.9732	2773	1	0.00287529751172016
chr1A	29095280	31795760	Fst	97	30199328	30200066	contig3262	1.975	754	1	0.00261936339522546
chr1A	29095280	31795760	Fst	97	30215918	30217340	contig35147	1.4107	1423	1	0.000991356289529164
chr1A	29095280	31795760	Fst	97	30254228	30264237	contig31959	2.4054	1062	1	0.00226497175141243
chr1A	29095280	31795760	Fst	97	30265750	30276864	contig11946	1.625	1305	1	0.00124521072796935
chr1A	29095280	31795760	Fst	97	30267656	30268576	contig50627	0.53036	365	1	0.00145304109589041
chr1A	29095280	31795760	Fst	97	30284816	30294097	contig42252	0.49286	929	1	0.000530527448869752
chr1A	29095280	31795760	Fst	97	30328349	30343153	contig12001	0.5	5149	1	9.71062342202369e-05
chr1A	29095280	31795760	Fst	97	30335464	30337423	contig1066	0.71429	1930	1	0.000370098445595855
chr1A	29095280	31795760	Fst	97	30438970	30439829	contig8750	0.55536	927	1	0.000599093851132686
chr1A	29095280	31795760	Fst	97	30440568	30442348	contig33158	1.5857	1786	1	0.000887849944008959
chr1A	29095280	31795760	Fst	97	30445433	30448988	contig13061	15.723	3512	1	0.00447693621867882
chr1A	29095280	31795760	Fst	97	30449021	30450410	contig35649	5.0589	1212	1	0.0041740099009901
chr1A	29095280	31795760	Fst	97	30451633	30452348	contig37462	1.4161	731	1	0.00193720930232558
chr1A	29095280	31795760	Fst	97	30452483	30455045	contig797	6.3875	2559	1	0.00249609222352481
chr1A	29095280	31795760	Fst	97	30455169	30455682	contig14200	0.0625	518	1	0.000120656370656371
chr1A	29095280	31795760	Fst	97	30456247	30457309	contig49692	0.77143	1085	1	0.000710995391705069
chr1A	29095280	31795760	Fst	97	30457509	30460437	contig56983	0.55	671	1	0.000819672131147541
chr1A	29095280	31795760	Fst	97	30458203	30461203	contig45967	3.6625	2986	1	0.00122655726724715
chr1A	29095280	31795760	Fst	97	30458203	30464848	contig19767	0.3	2322	1	0.000129198966408269
chr1A	29095280	31795760	Fst	97	30461776	30463209	contig55818	4.8964	1920	1	0.00255020833333333
chr1A	29095280	31795760	Fst	97	30463536	30464919	contig23301	6.0607	1388	1	0.00436649855907781
chr1A	29095280	31795760	Fst	97	30467053	30469830	contig39002	3.4982	2546	1	0.00137399842890809
chr1A	29095280	31795760	Fst	97	30479353	30486972	contig34629	0.37143	1057	1	0.000351400189214759
chr1A	29095280	31795760	Fst	97	30479353	30493950	contig60489	1.1571	5353	1	0.00021615916308612
chr1A	29095280	31795760	Fst	97	30480853	30486972	contig32303	0.53571	8175	1	6.55302752293578e-05
chr1A	29095280	31795760	Fst	97	30487851	30489012	contig22722	3.9036	1791	1	0.00217956448911223
chr1A	29095280	31795760	Fst	97	30489093	30490386	contig56782	0.64107	1268	1	0.00050557570977918
chr1A	29095280	31795760	Fst	97	30490322	30493719	contig40225	1.5518	3570	1	0.000434677871148459
chr1A	29095280	31795760	Fst	97	30596784	30597983	contig15680	0.31429	1201	1	0.000261690258118235
chr1A	29095280	31795760	Fst	97	30599065	30599601	contig54607	0.28571	524	1	0.000545248091603054
chr1A	29095280	31795760	Fst	97	30783422	30784640	contig18392	1.6929	1224	1	0.00138308823529412
chr1A	29095280	31795760	Fst	97	30783422	30819221	contig10778	3.8375	2895	1	0.00132556131260794
chr1A	29095280	31795760	Fst	97	30821147	30827078	contig32285	3.5911	1108	1	0.00324106498194946
chr1A	29095280	31795760	Fst	97	30821147	30827078	contig9587	1.6125	1160	1	0.00139008620689655
chr1A	29095280	31795760	Fst	97	30821207	30827078	contig56384	0.49107	1070	1	0.000458943925233645
chr1A	29095280	31795760	Fst	97	30827095	30828504	contig58227	1.1089	1551	1	0.000714958091553836
chr1A	29095280	31795760	Fst	97	30827095	30828504	contig5571	2.1464	1542	1	0.00139195849546044
chr1A	29095280	31795760	Fst	97	30827095	30828483	contig50552	0.60536	1543	1	0.000392326636422553
chr1A	29095280	31795760	Fst	97	31368779	31370293	contig15235	10.652	2129	1	0.00500328792860498
chr1A	29095280	31795760	Fst	97	31387184	31387785	contig22797	0.16607	605	1	0.000274495867768595
chr1A	29095280	31795760	Fst	97	31387826	31388230	contig7012	0.1625	405	1	0.000401234567901235
chr1A	29095280	31795760	Fst	97	31407085	31407911	contig58585	2.15	796	1	0.00270100502512563
chr1A	29095280	31795760	Fst	97	31427285	31427974	contig59290	0.028571	677	1	4.22023633677991e-05
chr1A	29095280	31795760	Fst	97	31432969	31434021	contig35654	0.50893	1022	1	0.000497974559686888
chr1A	29095280	31795760	Fst	97	31432969	31434021	contig26343	0.14286	1046	1	0.000136577437858509
chr1A	29095280	31795760	Fst	97	31443776	31452355	contig34390	5.6357	4294	1	0.00131245924545878
chr1A	29095280	31795760	Fst	97	31453055	31454302	contig9435	1.3179	1307	1	0.00100833970925784
chr1A	29095280	31795760	Fst	97	31455155	31456372	contig16942	2.8893	1214	1	0.00237998352553542
chr1A	47833120	50358480	Fst	98	48146058	48146737	contig22631	1.0036	656	1	0.00152987804878049
chr1A	47833120	50358480	Fst	98	48146058	48146952	contig44775	0.3375	1094	1	0.000308500914076782
chr1A	47833120	50358480	Fst	98	48152324	48154325	contig3817	1.3393	2060	1	0.000650145631067961
chr1A	47833120	50358480	Fst	98	48167393	48167947	contig1210	0.55357	535	1	0.00103471028037383
chr1A	47833120	50358480	Fst	98	48202491	48203322	contig19060	0.48929	803	1	0.000609327521793275
chr1A	47833120	50358480	Fst	98	48206073	48234715	contig20059	4.9571	1577	1	0.0031433734939759
chr1A	47833120	50358480	Fst	98	48209367	48210373	contig463	1.5179	959	1	0.00158279457768509
chr1A	47833120	50358480	Fst	98	48234721	48238691	contig17962	1.9357	1683	1	0.00115014854426619
chr1A	47833120	50358480	Fst	98	48238675	48240396	contig7724	4.6804	1714	1	0.00273068844807468
chr1A	47833120	50358480	Fst	98	48243423	48244059	contig2738	1.0625	635	1	0.00167322834645669
chr1A	47833120	50358480	Fst	98	48244721	48245213	contig51076	0.49821	661	1	0.000753721633888048
chr1A	47833120	50358480	Fst	98	48260185	48261260	contig3748	0.45714	1064	1	0.000429642857142857
chr1A	47833120	50358480	Fst	98	48262835	48265332	contig4086	2.4554	2520	1	0.000974365079365079
chr1A	47833120	50358480	Fst	98	48268306	48297856	contig12851	3.8071	2307	1	0.00165023840485479
chr1A	47833120	50358480	Fst	98	48271386	48272333	contig47178	1.0071	1013	1	0.000994175715695953
chr1A	47833120	50358480	Fst	98	48435223	48437963	contig48486	2.6411	2739	1	0.00096425702811245
chr1A	47833120	50358480	Fst	98	48435711	48447885	contig40149	0.61429	1219	1	0.000503929450369155
chr1A	47833120	50358480	Fst	98	48443606	48444238	contig6620	1.0304	661	1	0.0015588502269289
chr1A	47833120	50358480	Fst	98	48450700	48455164	contig60261	1.025	479	1	0.00213987473903967
chr1A	47833120	50358480	Fst	98	48455935	48456525	contig36513	0.125	591	1	0.000211505922165821
chr1A	47833120	50358480	Fst	98	48461379	48468363	contig44751	1.3464	1374	1	0.000979912663755458
chr1A	47833120	50358480	Fst	98	48464067	48465078	contig50461	1.7089	1027	1	0.00166397273612463
chr1A	47833120	50358480	Fst	98	48470529	48471925	contig51775	0.1375	1407	1	9.772565742715e-05
chr1A	47833120	50358480	Fst	98	48471929	48472509	contig49593	0.175	563	1	0.000310834813499112
chr1A	47833120	50358480	Fst	98	48473559	48478341	contig36632	3.0125	3746	1	0.000804191137213027
chr1A	47833120	50358480	Fst	98	48480524	48481367	contig14537	3.2071	798	1	0.00401892230576441
chr1A	47833120	50358480	Fst	98	48488889	48490646	contig16189	9.3464	2925	1	0.00319535042735043
chr1A	47833120	50358480	Fst	98	48500877	48507324	contig39963	5.0518	1880	1	0.00268712765957447
chr1A	47833120	50358480	Fst	98	48507945	48511059	contig8254	3.0982	1100	1	0.00281654545454545
chr1A	47833120	50358480	Fst	98	48523503	48530849	contig28592	0.79286	757	1	0.00104737120211361
chr1A	47833120	50358480	Fst	98	48540218	48561326	contig11353	0.15714	1701	1	9.23809523809524e-05
chr1A	47833120	50358480	Fst	98	48553705	48554104	contig22676	0.1875	394	1	0.000475888324873096
chr1A	47833120	50358480	Fst	98	48554112	48555187	contig22752	1.2018	1040	1	0.00115557692307692
chr1A	47833120	50358480	Fst	98	48561446	48564122	contig4383	2.9214	2667	1	0.00109538807649044
chr1A	47833120	50358480	Fst	98	48566572	48567594	contig37023	0.18571	572	1	0.000324667832167832
chr1A	47833120	50358480	Fst	98	48568462	48575953	contig9534	1.7339	1554	1	0.00111576576576577
chr1A	47833120	50358480	Fst	98	48568463	48575953	contig49822	1.3821	1577	1	0.000876410906785035
chr1A	47833120	50358480	Fst	98	48635192	48637188	contig56423	1.0625	1986	1	0.000534994964753273
chr1A	47833120	50358480	Fst	98	48661216	48662671	contig6311	3.4161	1455	1	0.00234783505154639
chr1A	47833120	50358480	Fst	98	48680436	48682135	contig30963	1.7982	1546	1	0.00116313065976714
chr1A	47833120	50358480	Fst	98	48715850	48717201	contig20531	4.2071	1336	1	0.00314902694610778
chr1A	47833120	50358480	Fst	98	48729275	48730194	contig52733	0.38571	906	1	0.000425728476821192
chr1A	47833120	50358480	Fst	98	48735982	48736770	contig15834	0.55714	798	1	0.000698170426065163
chr1A	47833120	50358480	Fst	98	48751685	48756061	contig42099	5.1393	1721	1	0.00298622893666473
chr1A	47833120	50358480	Fst	98	48781405	48783214	contig52382	1.0714	1809	1	0.000592260917634052
chr1A	47833120	50358480	Fst	98	48795237	48795783	contig56861	2.4696	549	1	0.0044983606557377
chr1A	47833120	50358480	Fst	98	48802243	48804851	contig58817	10.277	1832	1	0.00560971615720524
chr1A	47833120	50358480	Fst	98	48802243	48812834	contig48207	0	2747	1	0
chr1A	47833120	50358480	Fst	98	48813511	48816401	contig56229	0.39464	1487	1	0.000265393409549428
chr1A	47833120	50358480	Fst	98	48814628	48816401	contig7612	0.5	1752	1	0.000285388127853881
chr1A	47833120	50358480	Fst	98	48822400	48822742	contig48476	0.53571	363	1	0.00147578512396694
chr1A	47833120	50358480	Fst	98	48833469	48834546	contig29201	3.0518	1109	1	0.00275184851217313
chr1A	47833120	50358480	Fst	98	48837756	48846326	contig58996	1.7536	1145	1	0.00153152838427948
chr1A	47833120	50358480	Fst	98	48933175	48934928	contig1282	7.5821	1746	1	0.00434255441008018
chr1A	47833120	50358480	Fst	98	48976103	48977188	contig35859	2.8429	1080	1	0.00263231481481482
chr1A	47833120	50358480	Fst	98	49001368	49015394	contig41935	0.48393	2515	1	0.000192417495029821
chr1A	47833120	50358480	Fst	98	49016277	49036974	contig35937	9.8821	5303	1	0.0018634923628135
chr1A	47833120	50358480	Fst	98	49016277	49016326	contig2899	0.50179	2799	1	0.000179274740978921
chr1A	47833120	50358480	Fst	98	49048108	49049866	contig15712	6.6571	1739	1	0.00382811960897067
chr1A	47833120	50358480	Fst	98	49063113	49069319	contig55250	2.6107	1426	1	0.00183078541374474
chr1A	47833120	50358480	Fst	98	49070427	49092546	contig35511	1.6571	2757	1	0.000601051867972434
chr1A	47833120	50358480	Fst	98	49085204	49092546	contig57521	1.0911	782	1	0.00139526854219949
chr1A	47833120	50358480	Fst	98	49098418	49105342	contig25933	4.5554	2313	1	0.00196947686986597
chr1A	47833120	50358480	Fst	98	49098595	49099777	contig942	0	1228	1	0
chr1A	47833120	50358480	Fst	98	49101456	49105628	contig57268	0.48214	440	1	0.00109577272727273
chr1A	47833120	50358480	Fst	98	49122217	49123616	contig36709	1.2089	1402	1	0.000862268188302425
chr1A	47833120	50358480	Fst	98	49138145	49139013	contig32456	0.25714	921	1	0.000279196525515744
chr1A	47833120	50358480	Fst	98	49139105	49142354	contig51122	4.9268	3265	1	0.00150897396630934
chr1A	47833120	50358480	Fst	98	49142418	49143938	contig30278	1.5339	1634	1	0.000938739290085679
chr1A	47833120	50358480	Fst	98	49144216	49151028	contig53683	10.359	4747	1	0.00218222034969454
chr1A	47833120	50358480	Fst	98	49149913	49150623	contig61395	0.057143	720	1	7.93652777777778e-05
chr1A	47833120	50358480	Fst	98	49169799	49171279	contig14735	0.057143	1423	1	4.0156711173577e-05
chr1A	47833120	50358480	Fst	98	49169799	49177705	contig29547	0.50357	2101	1	0.000239681104236078
chr1A	47833120	50358480	Fst	98	49226517	49240295	contig38994	0.05	1793	1	2.78862242052426e-05
chr1A	47833120	50358480	Fst	98	49226517	49244747	contig5793	7.5607	2664	1	0.0028381006006006
chr1A	47833120	50358480	Fst	98	49276748	49284461	contig56669	4.3375	1368	1	0.00317068713450292
chr1A	47833120	50358480	Fst	98	49303492	49304828	contig47260	1.1893	1328	1	0.000895557228915663
chr1A	47833120	50358480	Fst	98	49309468	49328247	contig58671	3.85	1697	1	0.00226870948733058
chr1A	47833120	50358480	Fst	98	49309734	49310542	contig54545	0.98571	828	1	0.00119047101449275
chr1A	47833120	50358480	Fst	98	49311503	49312351	contig21339	0.49643	866	1	0.00057324480369515
chr1A	47833120	50358480	Fst	98	49313655	49314220	contig33680	1.0554	592	1	0.00178277027027027
chr1A	47833120	50358480	Fst	98	49320033	49320562	contig35383	0.85	530	1	0.00160377358490566
chr1A	47833120	50358480	Fst	98	49349109	49350954	contig42977	3.3946	1762	1	0.00192656072644722
chr1A	47833120	50358480	Fst	98	49405156	49408269	contig11282	0.8	1105	1	0.000723981900452489
chr1A	47833120	50358480	Fst	98	49405160	49414345	contig6733	0.14643	557	1	0.000262890484739677
chr1A	47833120	50358480	Fst	98	49410623	49411290	contig50009	0.71429	665	1	0.00107412030075188
chr1A	47833120	50358480	Fst	98	49414621	49415916	contig15042	2.5411	1279	1	0.00198678655199375
chr1A	47833120	50358480	Fst	98	49424738	49425354	contig43163	1.1786	761	1	0.00154875164257556
chr1A	47833120	50358480	Fst	98	49438597	49440504	contig4807	1.9411	1877	1	0.00103415023974427
chr1A	47833120	50358480	Fst	98	49438801	49440504	contig15223	2.7607	1867	1	0.00147868237814676
chr1A	47833120	50358480	Fst	98	49440824	49450221	contig25813	1.1804	1160	1	0.00101758620689655
chr1A	47833120	50358480	Fst	98	49460966	49485700	contig19097	8.6821	2700	1	0.00321559259259259
chr1A	47833120	50358480	Fst	98	49487261	49488408	contig2066	1.5982	1148	1	0.00139216027874564
chr1A	47833120	50358480	Fst	98	49497616	49510050	contig49673	2.3107	1348	1	0.00171416913946588
chr1A	47833120	50358480	Fst	98	49501142	49501664	contig11863	0.58036	520	1	0.00111607692307692
chr1A	47833120	50358480	Fst	98	49506187	49506544	contig50690	0.45536	357	1	0.00127551820728291
chr1A	47833120	50358480	Fst	98	49571071	49572006	contig42990	0.1625	938	1	0.000173240938166311
chr1A	47833120	50358480	Fst	98	49606472	49607358	contig31844	0.52857	892	1	0.000592567264573991
chr1A	47833120	50358480	Fst	98	49618307	49619185	contig41398	0.98929	889	1	0.00111281214848144
chr1A	47833120	50358480	Fst	98	49632782	49634371	contig47279	1.0357	1589	1	0.000651793580868471
chr1A	47833120	50358480	Fst	98	49634617	49635530	contig8721	0.925	1011	1	0.000914935707220574
chr1A	47833120	50358480	Fst	98	49643231	49645070	contig41671	0.81071	1801	1	0.000450144364242088
chr1A	47833120	50358480	Fst	98	49665690	49666697	contig49661	0.97679	691	1	0.00141358900144718
chr1A	47833120	50358480	Fst	98	49665690	49670642	contig33772	5.3196	1912	1	0.00278221757322176
chr1A	47833120	50358480	Fst	98	49665715	49674156	contig23541	0.22143	1069	1	0.000207137511693171
chr1A	47833120	50358480	Fst	98	49672202	49673468	contig46550	0.05	460	1	0.000108695652173913
chr1A	47833120	50358480	Fst	98	49673576	49673992	contig26136	0.9375	424	1	0.00221108490566038
chr1A	47833120	50358480	Fst	98	49682919	49685635	contig36796	7.1714	2741	1	0.00261634439985407
chr1A	47833120	50358480	Fst	98	49685926	49690519	contig49122	9.5589	4587	1	0.0020839110529758
chr1A	47833120	50358480	Fst	98	49692382	49699824	contig19846	5.9518	4322	1	0.00137709393799167
chr1A	47833120	50358480	Fst	98	49735874	49736655	contig30101	0.58214	783	1	0.000743473818646232
chr1A	47833120	50358480	Fst	98	49752786	49753072	contig61585	0.49464	793	1	0.0006237578814628
chr1A	47833120	50358480	Fst	98	49767866	49768916	contig1319	1.1107	1349	1	0.000823350630096368
chr1A	47833120	50358480	Fst	98	49775591	49776382	contig2765	2.725	992	1	0.00274697580645161
chr1A	47833120	50358480	Fst	98	49781476	49782249	contig39945	1.6054	769	1	0.00208764629388817
chr1A	47833120	50358480	Fst	98	49785608	49785970	contig25516	0.49464	375	1	0.00131904
chr1A	47833120	50358480	Fst	98	49788264	49788546	contig49660	1.1214	279	1	0.00401935483870968
chr1A	47833120	50358480	Fst	98	49795242	49797168	contig51439	2.0607	1146	1	0.00179816753926702
chr1A	47833120	50358480	Fst	98	49797812	49798529	contig58524	2.4179	739	1	0.00327185385656292
chr1A	47833120	50358480	Fst	98	49798938	49799812	contig28000	0.5125	957	1	0.000535527690700104
chr1A	47833120	50358480	Fst	98	49802587	49802829	contig9807	0.63036	728	1	0.000865879120879121
chr1A	47833120	50358480	Fst	98	49809089	49810071	contig32114	0.49107	1014	1	0.000484289940828402
chr1A	47833120	50358480	Fst	98	49828177	49830262	contig37685	5.8554	1699	1	0.00344638022366098
chr1A	47833120	50358480	Fst	98	49880120	49881435	contig9317	2.0893	1322	1	0.0015804084720121
chr1A	47833120	50358480	Fst	98	50201085	50203029	contig48412	3.8446	881	1	0.0043639046538025
chr1A	47833120	50358480	Fst	98	50219829	50221195	contig1474	0.5	492	1	0.00101626016260163
chr1A	47833120	50358480	Fst	98	50225944	50229102	contig28588	15.507	3127	1	0.00495906619763351
chr1A	47833120	50358480	Fst	98	50244865	50246171	contig9078	2.2518	1288	1	0.00174829192546584
chr1A	47833120	50358480	Fst	98	50247549	50248729	contig45621	0.93036	1183	1	0.000786441251056636
chr1A	47833120	50358480	Fst	98	50312076	50313095	contig41645	1.0196	1044	1	0.000976628352490422
chr1A	47833120	50358480	Fst	98	50330481	50342597	contig46849	2.5804	1191	1	0.00216658270361041
chr1A	53086720	59289600	Fst	99	53087047	53096725	contig5169	8.1018	3037	1	0.00266769838656569
chr1A	53086720	59289600	Fst	99	53087047	53096725	contig31000	0	3041	1	0
chr1A	53086720	59289600	Fst	99	53092326	53093364	contig6522	0.22857	1069	1	0.000213816651075772
chr1A	53086720	59289600	Fst	99	53176438	53181369	contig58926	5.2679	1926	1	0.00273515057113188
chr1A	53086720	59289600	Fst	99	53201043	53201579	contig36736	0.21429	844	1	0.000253898104265403
chr1A	53086720	59289600	Fst	99	53223341	53224488	contig20088	0.74107	1139	1	0.000650632133450395
chr1A	53086720	59289600	Fst	99	53225459	53225977	contig42665	0.057143	561	1	0.000101859180035651
chr1A	53086720	59289600	Fst	99	53268809	53290871	contig61047	1.7321	1569	1	0.00110395156150414
chr1A	53086720	59289600	Fst	99	53299218	53299478	contig13754	0.35714	263	1	0.00135794676806084
chr1A	53086720	59289600	Fst	99	53358358	53358947	contig60108	0.70714	587	1	0.00120466780238501
chr1A	53086720	59289600	Fst	99	53487751	53490357	contig46200	1.0857	2719	1	0.000399301213681501
chr1A	53086720	59289600	Fst	99	53507357	53509760	contig11919	2.1143	1769	1	0.0011951950254381
chr1A	53086720	59289600	Fst	99	53587213	53607806	contig60347	2.2875	2208	1	0.00103600543478261
chr1A	53086720	59289600	Fst	99	53728187	53752012	contig58663	1.5179	1307	1	0.00116136189747513
chr1A	53086720	59289600	Fst	99	53801104	53811819	contig61705	3.7089	3983	1	0.000931182525734371
chr1A	53086720	59289600	Fst	99	53801109	53811819	contig50675	1.0411	3972	1	0.000262109768378651
chr1A	53086720	59289600	Fst	99	53811318	53811819	contig32692	0.51429	500	1	0.00102858
chr1A	53086720	59289600	Fst	99	53826708	53828807	contig37668	0.24286	2392	1	0.000101530100334448
chr1A	53086720	59289600	Fst	99	53826708	53829091	contig42158	0.56607	2408	1	0.000235078903654485
chr1A	53086720	59289600	Fst	99	53875089	53876295	contig775	2.7857	1181	1	0.00235876375952583
chr1A	53086720	59289600	Fst	99	54150114	54175143	contig40753	1.2821	1111	1	0.00115400540054005
chr1A	53086720	59289600	Fst	99	54175766	54178200	contig30037	0.51607	390	1	0.00132325641025641
chr1A	53086720	59289600	Fst	99	54181712	54183729	contig20001	0.50893	1975	1	0.000257686075949367
chr1A	53086720	59289600	Fst	99	54186578	54188125	contig57239	1.0089	1761	1	0.000572913117546848
chr1A	53086720	59289600	Fst	99	54193111	54194157	contig28800	0.057143	1065	1	5.36553990610329e-05
chr1A	53086720	59289600	Fst	99	54202366	54203058	contig50255	0.0875	686	1	0.000127551020408163
chr1A	53086720	59289600	Fst	99	54207780	54214240	contig57019	0.29643	877	1	0.000338004561003421
chr1A	53086720	59289600	Fst	99	54270324	54276605	contig15339	7.7071	1541	1	0.00500136275146009
chr1A	53086720	59289600	Fst	99	54326967	54328756	contig60791	3.4143	1679	1	0.00203353186420488
chr1A	53086720	59289600	Fst	99	54345101	54346361	contig11486	0.66071	1304	1	0.000506679447852761
chr1A	53086720	59289600	Fst	99	54512288	54513095	contig58959	1.0839	810	1	0.00133814814814815
chr1A	53086720	59289600	Fst	99	54545708	54564178	contig12989	5.2571	2872	1	0.00183046657381616
chr1A	53086720	59289600	Fst	99	54560990	54561879	contig49854	1.9982	869	1	0.0022994246260069
chr1A	53086720	59289600	Fst	99	54562001	54562147	contig41404	0.057143	594	1	9.62003367003367e-05
chr1A	53086720	59289600	Fst	99	54563136	54563757	contig52040	1.6786	620	1	0.00270741935483871
chr1A	53086720	59289600	Fst	99	54606658	54613803	contig5691	0.68571	658	1	0.00104211246200608
chr1A	53086720	59289600	Fst	99	54606658	54615863	contig47265	0.87321	2814	1	0.000310309168443497
chr1A	53086720	59289600	Fst	99	54611475	54612465	contig50465	0.085714	985	1	8.70192893401015e-05
chr1A	53086720	59289600	Fst	99	54621019	54623160	contig49866	5.3696	2140	1	0.00250915887850467
chr1A	53086720	59289600	Fst	99	54630980	54634603	contig23816	0	550	1	0
chr1A	53086720	59289600	Fst	99	54647179	54654866	contig19714	0.5875	1170	1	0.000502136752136752
chr1A	53086720	59289600	Fst	99	54655033	54657212	contig37299	0	2179	1	0
chr1A	53086720	59289600	Fst	99	54662360	54663620	contig36626	2.1804	1352	1	0.00161272189349112
chr1A	53086720	59289600	Fst	99	54671820	54672235	contig27577	0.0625	737	1	8.48032564450475e-05
chr1A	53086720	59289600	Fst	99	54673254	54673867	contig28483	0.075	735	1	0.000102040816326531
chr1A	53086720	59289600	Fst	99	54673284	54673867	contig9436	1.1	740	1	0.00148648648648649
chr1A	53086720	59289600	Fst	99	54675010	54676399	contig32968	1.8	1394	1	0.00129124820659971
chr1A	53086720	59289600	Fst	99	54679453	54679768	contig55623	1.225	310	1	0.00395161290322581
chr1A	53086720	59289600	Fst	99	54681401	54682340	contig27230	4.5179	939	1	0.00481139510117146
